OS, Window8
랜섬웨어,복구도구
ransomware.exe, recovery1.exe
테스트 날짜, 감염시작, 감염종료, 복구시작, 복구종료
2019년 4월 2일, 2:34:51, 2:35:6, 2:35:14, 2:35:24
테스트한 총 파일 개수, 복구한 파일 개수
240, 240
파일명, 원본 Hash, 감염 Hash, 복구 Hash
424.pptx, 1397E432D3B95F13D126454443C66863AE1CDA4E, C9F6BEC1B703FD4F67E9B7F22C7048885628491F, 1397E432D3B95F13D126454443C66863AE1CDA4E
425.pptx, 1397E432D3B95F13D126454443C66863AE1CDA4E, C9F6BEC1B703FD4F67E9B7F22C7048885628491F, 1397E432D3B95F13D126454443C66863AE1CDA4E
426.pptx, 1397E432D3B95F13D126454443C66863AE1CDA4E, C9F6BEC1B703FD4F67E9B7F22C7048885628491F, 1397E432D3B95F13D126454443C66863AE1CDA4E
427.pptx, 1397E432D3B95F13D126454443C66863AE1CDA4E, C9F6BEC1B703FD4F67E9B7F22C7048885628491F, 1397E432D3B95F13D126454443C66863AE1CDA4E
428.pptx, 1397E432D3B95F13D126454443C66863AE1CDA4E, C9F6BEC1B703FD4F67E9B7F22C7048885628491F, 1397E432D3B95F13D126454443C66863AE1CDA4E
429.pptx, 1397E432D3B95F13D126454443C66863AE1CDA4E, C9F6BEC1B703FD4F67E9B7F22C7048885628491F, 1397E432D3B95F13D126454443C66863AE1CDA4E
430.pptx, 1397E432D3B95F13D126454443C66863AE1CDA4E, C9F6BEC1B703FD4F67E9B7F22C7048885628491F, 1397E432D3B95F13D126454443C66863AE1CDA4E
431.pptx, 1397E432D3B95F13D126454443C66863AE1CDA4E, C9F6BEC1B703FD4F67E9B7F22C7048885628491F, 1397E432D3B95F13D126454443C66863AE1CDA4E
432.pptx, 1397E432D3B95F13D126454443C66863AE1CDA4E, C9F6BEC1B703FD4F67E9B7F22C7048885628491F, 1397E432D3B95F13D126454443C66863AE1CDA4E
433.pptx, 1397E432D3B95F13D126454443C66863AE1CDA4E, C9F6BEC1B703FD4F67E9B7F22C7048885628491F, 1397E432D3B95F13D126454443C66863AE1CDA4E
434.pptx, 1397E432D3B95F13D126454443C66863AE1CDA4E, C9F6BEC1B703FD4F67E9B7F22C7048885628491F, 1397E432D3B95F13D126454443C66863AE1CDA4E
435.pptx, 1397E432D3B95F13D126454443C66863AE1CDA4E, C9F6BEC1B703FD4F67E9B7F22C7048885628491F, 1397E432D3B95F13D126454443C66863AE1CDA4E
436.pptx, 1397E432D3B95F13D126454443C66863AE1CDA4E, C9F6BEC1B703FD4F67E9B7F22C7048885628491F, 1397E432D3B95F13D126454443C66863AE1CDA4E
437.pptx, 1397E432D3B95F13D126454443C66863AE1CDA4E, C9F6BEC1B703FD4F67E9B7F22C7048885628491F, 1397E432D3B95F13D126454443C66863AE1CDA4E
438.pptx, 1397E432D3B95F13D126454443C66863AE1CDA4E, C9F6BEC1B703FD4F67E9B7F22C7048885628491F, 1397E432D3B95F13D126454443C66863AE1CDA4E
439.pptx, 1397E432D3B95F13D126454443C66863AE1CDA4E, C9F6BEC1B703FD4F67E9B7F22C7048885628491F, 1397E432D3B95F13D126454443C66863AE1CDA4E
440.pptx, 1397E432D3B95F13D126454443C66863AE1CDA4E, C9F6BEC1B703FD4F67E9B7F22C7048885628491F, 1397E432D3B95F13D126454443C66863AE1CDA4E
501.xlsx, B4A920A703C38C2EC6A33216906EAC81FE06E9F4, 8F406F6CB2A59D7F8062B84DB3586A489780917B, B4A920A703C38C2EC6A33216906EAC81FE06E9F4
502.xlsx, B4A920A703C38C2EC6A33216906EAC81FE06E9F4, 8F406F6CB2A59D7F8062B84DB3586A489780917B, B4A920A703C38C2EC6A33216906EAC81FE06E9F4
503.xlsx, B4A920A703C38C2EC6A33216906EAC81FE06E9F4, 8F406F6CB2A59D7F8062B84DB3586A489780917B, B4A920A703C38C2EC6A33216906EAC81FE06E9F4
504.xlsx, B4A920A703C38C2EC6A33216906EAC81FE06E9F4, 8F406F6CB2A59D7F8062B84DB3586A489780917B, B4A920A703C38C2EC6A33216906EAC81FE06E9F4
505.xlsx, B4A920A703C38C2EC6A33216906EAC81FE06E9F4, 8F406F6CB2A59D7F8062B84DB3586A489780917B, B4A920A703C38C2EC6A33216906EAC81FE06E9F4
506.xlsx, B4A920A703C38C2EC6A33216906EAC81FE06E9F4, 8F406F6CB2A59D7F8062B84DB3586A489780917B, B4A920A703C38C2EC6A33216906EAC81FE06E9F4
507.xlsx, B4A920A703C38C2EC6A33216906EAC81FE06E9F4, 8F406F6CB2A59D7F8062B84DB3586A489780917B, B4A920A703C38C2EC6A33216906EAC81FE06E9F4
508.xlsx, B4A920A703C38C2EC6A33216906EAC81FE06E9F4, 8F406F6CB2A59D7F8062B84DB3586A489780917B, B4A920A703C38C2EC6A33216906EAC81FE06E9F4
509.xlsx, B4A920A703C38C2EC6A33216906EAC81FE06E9F4, 8F406F6CB2A59D7F8062B84DB3586A489780917B, B4A920A703C38C2EC6A33216906EAC81FE06E9F4
510.xlsx, B4A920A703C38C2EC6A33216906EAC81FE06E9F4, 8F406F6CB2A59D7F8062B84DB3586A489780917B, B4A920A703C38C2EC6A33216906EAC81FE06E9F4
511.xlsx, B4A920A703C38C2EC6A33216906EAC81FE06E9F4, 8F406F6CB2A59D7F8062B84DB3586A489780917B, B4A920A703C38C2EC6A33216906EAC81FE06E9F4
512.xlsx, B4A920A703C38C2EC6A33216906EAC81FE06E9F4, 8F406F6CB2A59D7F8062B84DB3586A489780917B, B4A920A703C38C2EC6A33216906EAC81FE06E9F4
513.xlsx, B4A920A703C38C2EC6A33216906EAC81FE06E9F4, 8F406F6CB2A59D7F8062B84DB3586A489780917B, B4A920A703C38C2EC6A33216906EAC81FE06E9F4
514.xlsx, B4A920A703C38C2EC6A33216906EAC81FE06E9F4, 8F406F6CB2A59D7F8062B84DB3586A489780917B, B4A920A703C38C2EC6A33216906EAC81FE06E9F4
515.xlsx, B4A920A703C38C2EC6A33216906EAC81FE06E9F4, 8F406F6CB2A59D7F8062B84DB3586A489780917B, B4A920A703C38C2EC6A33216906EAC81FE06E9F4
516.xlsx, B4A920A703C38C2EC6A33216906EAC81FE06E9F4, 8F406F6CB2A59D7F8062B84DB3586A489780917B, B4A920A703C38C2EC6A33216906EAC81FE06E9F4
517.xlsx, B4A920A703C38C2EC6A33216906EAC81FE06E9F4, 8F406F6CB2A59D7F8062B84DB3586A489780917B, B4A920A703C38C2EC6A33216906EAC81FE06E9F4
518.xlsx, B4A920A703C38C2EC6A33216906EAC81FE06E9F4, 8F406F6CB2A59D7F8062B84DB3586A489780917B, B4A920A703C38C2EC6A33216906EAC81FE06E9F4
519.xlsx, B4A920A703C38C2EC6A33216906EAC81FE06E9F4, 8F406F6CB2A59D7F8062B84DB3586A489780917B, B4A920A703C38C2EC6A33216906EAC81FE06E9F4
520.xlsx, B4A920A703C38C2EC6A33216906EAC81FE06E9F4, 8F406F6CB2A59D7F8062B84DB3586A489780917B, B4A920A703C38C2EC6A33216906EAC81FE06E9F4
521.xlsx, B4A920A703C38C2EC6A33216906EAC81FE06E9F4, 8F406F6CB2A59D7F8062B84DB3586A489780917B, B4A920A703C38C2EC6A33216906EAC81FE06E9F4
522.xlsx, B4A920A703C38C2EC6A33216906EAC81FE06E9F4, 8F406F6CB2A59D7F8062B84DB3586A489780917B, B4A920A703C38C2EC6A33216906EAC81FE06E9F4
523.xlsx, B4A920A703C38C2EC6A33216906EAC81FE06E9F4, 8F406F6CB2A59D7F8062B84DB3586A489780917B, B4A920A703C38C2EC6A33216906EAC81FE06E9F4
524.xlsx, B4A920A703C38C2EC6A33216906EAC81FE06E9F4, 8F406F6CB2A59D7F8062B84DB3586A489780917B, B4A920A703C38C2EC6A33216906EAC81FE06E9F4
525.xlsx, B4A920A703C38C2EC6A33216906EAC81FE06E9F4, 8F406F6CB2A59D7F8062B84DB3586A489780917B, B4A920A703C38C2EC6A33216906EAC81FE06E9F4
526.xlsx, B4A920A703C38C2EC6A33216906EAC81FE06E9F4, 8F406F6CB2A59D7F8062B84DB3586A489780917B, B4A920A703C38C2EC6A33216906EAC81FE06E9F4
527.xlsx, B4A920A703C38C2EC6A33216906EAC81FE06E9F4, 8F406F6CB2A59D7F8062B84DB3586A489780917B, B4A920A703C38C2EC6A33216906EAC81FE06E9F4
528.xlsx, B4A920A703C38C2EC6A33216906EAC81FE06E9F4, 8F406F6CB2A59D7F8062B84DB3586A489780917B, B4A920A703C38C2EC6A33216906EAC81FE06E9F4
529.xlsx, B4A920A703C38C2EC6A33216906EAC81FE06E9F4, 8F406F6CB2A59D7F8062B84DB3586A489780917B, B4A920A703C38C2EC6A33216906EAC81FE06E9F4
530.xlsx, B4A920A703C38C2EC6A33216906EAC81FE06E9F4, 8F406F6CB2A59D7F8062B84DB3586A489780917B, B4A920A703C38C2EC6A33216906EAC81FE06E9F4
531.xlsx, B4A920A703C38C2EC6A33216906EAC81FE06E9F4, 8F406F6CB2A59D7F8062B84DB3586A489780917B, B4A920A703C38C2EC6A33216906EAC81FE06E9F4
532.xlsx, B4A920A703C38C2EC6A33216906EAC81FE06E9F4, 8F406F6CB2A59D7F8062B84DB3586A489780917B, B4A920A703C38C2EC6A33216906EAC81FE06E9F4
533.xlsx, B4A920A703C38C2EC6A33216906EAC81FE06E9F4, 8F406F6CB2A59D7F8062B84DB3586A489780917B, B4A920A703C38C2EC6A33216906EAC81FE06E9F4
534.xlsx, B4A920A703C38C2EC6A33216906EAC81FE06E9F4, 8F406F6CB2A59D7F8062B84DB3586A489780917B, B4A920A703C38C2EC6A33216906EAC81FE06E9F4
535.xlsx, B4A920A703C38C2EC6A33216906EAC81FE06E9F4, 8F406F6CB2A59D7F8062B84DB3586A489780917B, B4A920A703C38C2EC6A33216906EAC81FE06E9F4
536.xlsx, B4A920A703C38C2EC6A33216906EAC81FE06E9F4, 8F406F6CB2A59D7F8062B84DB3586A489780917B, B4A920A703C38C2EC6A33216906EAC81FE06E9F4
537.xlsx, B4A920A703C38C2EC6A33216906EAC81FE06E9F4, 8F406F6CB2A59D7F8062B84DB3586A489780917B, B4A920A703C38C2EC6A33216906EAC81FE06E9F4
538.xlsx, B4A920A703C38C2EC6A33216906EAC81FE06E9F4, 8F406F6CB2A59D7F8062B84DB3586A489780917B, B4A920A703C38C2EC6A33216906EAC81FE06E9F4
539.xlsx, B4A920A703C38C2EC6A33216906EAC81FE06E9F4, 8F406F6CB2A59D7F8062B84DB3586A489780917B, B4A920A703C38C2EC6A33216906EAC81FE06E9F4
540.xlsx, B4A920A703C38C2EC6A33216906EAC81FE06E9F4, 8F406F6CB2A59D7F8062B84DB3586A489780917B, B4A920A703C38C2EC6A33216906EAC81FE06E9F4
601.docx, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA, C2FEE7B773530F31AF088368D62884C598402DD3, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA
602.docx, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA, C2FEE7B773530F31AF088368D62884C598402DD3, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA
603.docx, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA, C2FEE7B773530F31AF088368D62884C598402DD3, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA
604.docx, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA, C2FEE7B773530F31AF088368D62884C598402DD3, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA
605.docx, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA, C2FEE7B773530F31AF088368D62884C598402DD3, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA
606.docx, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA, C2FEE7B773530F31AF088368D62884C598402DD3, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA
607.docx, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA, C2FEE7B773530F31AF088368D62884C598402DD3, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA
608.docx, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA, C2FEE7B773530F31AF088368D62884C598402DD3, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA
609.docx, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA, C2FEE7B773530F31AF088368D62884C598402DD3, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA
610.docx, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA, C2FEE7B773530F31AF088368D62884C598402DD3, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA
611.docx, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA, C2FEE7B773530F31AF088368D62884C598402DD3, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA
612.docx, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA, C2FEE7B773530F31AF088368D62884C598402DD3, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA
613.docx, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA, C2FEE7B773530F31AF088368D62884C598402DD3, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA
614.docx, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA, C2FEE7B773530F31AF088368D62884C598402DD3, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA
615.docx, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA, C2FEE7B773530F31AF088368D62884C598402DD3, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA
616.docx, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA, C2FEE7B773530F31AF088368D62884C598402DD3, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA
617.docx, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA, C2FEE7B773530F31AF088368D62884C598402DD3, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA
618.docx, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA, C2FEE7B773530F31AF088368D62884C598402DD3, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA
619.docx, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA, C2FEE7B773530F31AF088368D62884C598402DD3, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA
620.docx, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA, C2FEE7B773530F31AF088368D62884C598402DD3, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA
621.docx, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA, C2FEE7B773530F31AF088368D62884C598402DD3, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA
622.docx, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA, C2FEE7B773530F31AF088368D62884C598402DD3, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA
623.docx, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA, C2FEE7B773530F31AF088368D62884C598402DD3, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA
624.docx, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA, C2FEE7B773530F31AF088368D62884C598402DD3, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA
625.docx, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA, C2FEE7B773530F31AF088368D62884C598402DD3, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA
626.docx, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA, C2FEE7B773530F31AF088368D62884C598402DD3, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA
627.docx, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA, C2FEE7B773530F31AF088368D62884C598402DD3, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA
628.docx, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA, C2FEE7B773530F31AF088368D62884C598402DD3, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA
629.docx, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA, C2FEE7B773530F31AF088368D62884C598402DD3, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA
630.docx, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA, C2FEE7B773530F31AF088368D62884C598402DD3, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA
631.docx, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA, C2FEE7B773530F31AF088368D62884C598402DD3, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA
632.docx, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA, C2FEE7B773530F31AF088368D62884C598402DD3, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA
633.docx, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA, C2FEE7B773530F31AF088368D62884C598402DD3, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA
634.docx, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA, C2FEE7B773530F31AF088368D62884C598402DD3, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA
635.docx, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA, C2FEE7B773530F31AF088368D62884C598402DD3, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA
636.docx, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA, C2FEE7B773530F31AF088368D62884C598402DD3, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA
637.docx, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA, C2FEE7B773530F31AF088368D62884C598402DD3, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA
638.docx, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA, C2FEE7B773530F31AF088368D62884C598402DD3, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA
639.docx, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA, C2FEE7B773530F31AF088368D62884C598402DD3, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA
640.docx, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA, C2FEE7B773530F31AF088368D62884C598402DD3, C7B7B863FB667FB4AB206C449C38DE2FE2D977BA
